OrderID,OrderDate,CustomerName,ProductName,Category,SalesLocation,Quantity,UnitPrice,TotalRevenue
909,11/6/2024,Steven Anderson,GlowAir Standing Fan,Home Appliances,"Chicago, IL",1,110.7,110.7
910,2/27/2024,Andrew Jones,Nebula Laptop Pro,Electronics,"Phoenix, AZ",2,1520.71,2737.28
911,10/12/2024,Richard Williams,PureGlow Skincare Set,Beauty,"Phoenix, AZ",3,73.21,208.65
912,7/6/2024,Joseph Williams,NutriMax Blender,Home Appliances,"Philadelphia, PA",2,103.78,176.42
913,12/19/2024,Kevin Garcia,Summit Running Shoes,Fashion,"San Antonio, TX",2,88.43,159.18
914,10/4/2024,Thomas Anderson,Summit Running Shoes,Fashion,"Seattle, WA",5,70.51,352.55
915,11/24/2024,Charles Lopez,NutriMax Blender,Home Appliances,"Miami, FL",3,103.02,262.71
916,7/29/2024,Michael Jackson,Urban Classic Jeans,Fashion,"San Diego, CA",3,55.37,157.8
917,11/30/2025,Paul Johnson,Pulse Wireless Earbuds,Electronics,"San Antonio, TX",1,97.56,82.93
918,6/21/2025,Andrew Thomas,Aurora Smartphone X1,Electronics,"San Antonio, TX",4,436.65,1659.28
919,6/17/2025,Susan Lopez,Urban Classic Jeans,Fashion,"Phoenix, AZ",5,63.41,301.2
920,4/26/2024,Patricia Thomas,Aurora Smartphone X1,Electronics,"San Francisco, CA",2,531.96,851.14
921,2/25/2025,Robert Taylor,ZenLife Yoga Mat,Sports & Fitness,"New York, NY",2,79.07,134.42
922,2/28/2025,Susan Jones,FreshBrew Coffee Maker,Home Appliances,"San Francisco, CA",4,182.66,694.12
923,5/29/2024,Richard Rodriguez,ZenLife Yoga Mat,Sports & Fitness,"Atlanta, GA",2,67.95,122.3
924,3/30/2025,Mark Hernandez,FreshBrew Coffee Maker,Home Appliances,"Orlando, FL",2,217.2,412.68
925,3/19/2024,Andrew Smith,ZenLife Yoga Mat,Sports & Fitness,"Dallas, TX",4,73.59,235.48
926,5/10/2024,Donald Martinez,Pulse Wireless Earbuds,Electronics,"Los Angeles, CA",2,148.08,266.54
927,11/24/2024,William Anderson,Aurora Smartphone X1,Electronics,"San Antonio, TX",4,430.15,1376.48
928,5/8/2024,William Davis,PureGlow Skincare Set,Beauty,"Houston, TX",3,86.16,245.55
929,6/21/2024,Joseph Miller,PureGlow Skincare Set,Beauty,"Phoenix, AZ",3,85.57,205.38
930,5/10/2025,Andrew Thomas,ZenLife Yoga Mat,Sports & Fitness,"Chicago, IL",4,63.54,203.32
931,10/25/2025,Michael Taylor,ZenLife Yoga Mat,Sports & Fitness,"Las Vegas, NV",2,48.7,82.8
932,5/20/2025,Patricia Davis,ZenLife Yoga Mat,Sports & Fitness,"Chicago, IL",1,61.18,61.18
933,2/8/2025,Susan Brown,FreshBrew Coffee Maker,Home Appliances,"New York, NY",3,212.05,604.35
934,1/17/2024,Andrew Miller,Summit Running Shoes,Fashion,"Denver, CO",3,98.06,235.35
935,9/4/2024,Linda Lopez,GlowAir Standing Fan,Home Appliances,"Los Angeles, CA",5,100.57,402.3
936,2/26/2025,Richard Brown,Pulse Wireless Earbuds,Electronics,"New York, NY",5,160.08,760.4
937,9/8/2025,Joseph Miller,GlowAir Standing Fan,Home Appliances,"San Diego, CA",3,114.08,308.01
938,11/22/2025,Andrew Miller,Urban Classic Jeans,Fashion,"Phoenix, AZ",5,66.19,297.85
939,6/20/2025,Mark Martin,FreshBrew Coffee Maker,Home Appliances,"San Francisco, CA",2,168.5,337
940,1/13/2024,Andrew Jones,PureGlow Skincare Set,Beauty,"New York, NY",3,97.79,293.37
941,8/28/2025,Susan Martin,Pulse Wireless Earbuds,Electronics,"Seattle, WA",5,95.62,478.1
942,4/12/2025,Sarah Brown,PureGlow Skincare Set,Beauty,"Chicago, IL",5,102.47,461.1
943,7/30/2024,Richard Brown,NutriMax Blender,Home Appliances,"San Francisco, CA",4,102.31,409.24
944,9/12/2024,Kevin Brown,ZenLife Yoga Mat,Sports & Fitness,"Atlanta, GA",4,41.66,149.96
945,6/10/2025,Kevin Jones,Nebula Laptop Pro,Electronics,"San Francisco, CA",4,1103.19,4412.76
946,10/31/2024,Donald Brown,PureGlow Skincare Set,Beauty,"San Francisco, CA",2,71.48,135.82
947,4/18/2025,Andrew Thomas,GlowAir Standing Fan,Home Appliances,"Chicago, IL",2,168.72,286.82
948,10/5/2024,Anthony Williams,Aurora Smartphone X1,Electronics,"Boston, MA",1,342.8,342.8
949,11/23/2025,John Smith,Summit Running Shoes,Fashion,"Las Vegas, NV",5,88.2,441
950,6/13/2025,Donald Davis,Aurora Smartphone X1,Electronics,"San Diego, CA",1,435,413.25
951,9/23/2025,Patricia Martin,Aurora Smartphone X1,Electronics,"Philadelphia, PA",5,339.37,1612
952,2/3/2025,James Davis,ZenLife Yoga Mat,Sports & Fitness,"Austin, TX",2,68.18,129.54
953,9/28/2024,Mary Brown,Aurora Smartphone X1,Electronics,"San Antonio, TX",3,340.48,970.38
954,8/15/2024,Kevin Martin,Pulse Wireless Earbuds,Electronics,"San Francisco, CA",1,88.09,83.69
955,10/10/2025,Barbara Williams,Summit Running Shoes,Fashion,"Los Angeles, CA",4,76.87,307.48
956,7/20/2025,Steven Martin,Summit Running Shoes,Fashion,"New York, NY",1,90.53,72.42
957,5/20/2025,Barbara Thomas,ZenLife Yoga Mat,Sports & Fitness,"Atlanta, GA",2,66.54,133.08
958,8/19/2024,Susan Jackson,ZenLife Yoga Mat,Sports & Fitness,"Boston, MA",4,43.08,172.32
959,12/3/2024,Jessica Rodriguez,FreshBrew Coffee Maker,Home Appliances,"Portland, OR",2,173.27,329.22
960,3/26/2024,Linda Williams,Pulse Wireless Earbuds,Electronics,"San Jose, CA",3,141.06,423.18
961,1/30/2025,Paul Rodriguez,Aurora Smartphone X1,Electronics,"Las Vegas, NV",3,493.69,1332.96
962,5/9/2024,Susan Taylor,Nebula Laptop Pro,Electronics,"Seattle, WA",4,1242.63,4722
963,5/18/2025,Matthew Wilson,Nebula Laptop Pro,Electronics,"Las Vegas, NV",2,1244.27,2115.26
964,4/27/2024,Steven Johnson,Urban Classic Jeans,Fashion,"San Francisco, CA",2,87.29,139.66
965,3/18/2024,David Taylor,Pulse Wireless Earbuds,Electronics,"San Antonio, TX",4,155.4,621.6
966,7/29/2024,Daniel Smith,ZenLife Yoga Mat,Sports & Fitness,"Miami, FL",5,48.88,244.4
967,3/9/2024,William Davis,Nebula Laptop Pro,Electronics,"Denver, CO",4,1368.5,5200.32
968,8/30/2024,Karen Taylor,PureGlow Skincare Set,Beauty,"San Francisco, CA",1,60.66,51.56
969,3/7/2024,Anthony Hernandez,Nebula Laptop Pro,Electronics,"Atlanta, GA",4,1401.24,5604.96
970,3/3/2025,Robert Miller,Nebula Laptop Pro,Electronics,"Atlanta, GA",1,1354.71,1354.71
971,8/16/2024,Mary Jones,NutriMax Blender,Home Appliances,"San Francisco, CA",2,94.8,189.6
972,9/30/2024,Kevin Jones,FreshBrew Coffee Maker,Home Appliances,"New York, NY",4,110.25,352.8
973,4/14/2025,Andrew Miller,NutriMax Blender,Home Appliances,"Los Angeles, CA",2,122.85,196.56
974,10/6/2024,Andrew Johnson,Nebula Laptop Pro,Electronics,"San Francisco, CA",2,1013.29,1823.92
975,10/31/2024,Paul Rodriguez,Summit Running Shoes,Fashion,"Phoenix, AZ",2,69.27,138.54
976,1/7/2024,Paul Jackson,ZenLife Yoga Mat,Sports & Fitness,"Los Angeles, CA",4,71.68,286.72
977,10/5/2025,David Lopez,Urban Classic Jeans,Fashion,"Philadelphia, PA",2,57.92,115.84
978,1/1/2025,Kevin Thomas,GlowAir Standing Fan,Home Appliances,"Phoenix, AZ",2,172.37,344.74
979,12/31/2024,Patricia Williams,NutriMax Blender,Home Appliances,"San Antonio, TX",2,110.97,199.74
980,6/21/2024,William Anderson,Pulse Wireless Earbuds,Electronics,"Dallas, TX",2,108.25,216.5
981,12/1/2024,Kevin Brown,PureGlow Skincare Set,Beauty,"Miami, FL",3,76.81,218.91
982,12/18/2025,Karen Smith,Pulse Wireless Earbuds,Electronics,"Miami, FL",1,129.19,122.73
983,4/14/2024,Jessica Williams,FreshBrew Coffee Maker,Home Appliances,"Phoenix, AZ",2,207.98,395.16
984,8/8/2024,Mary Jones,FreshBrew Coffee Maker,Home Appliances,"Austin, TX",3,121.6,291.84
985,8/23/2024,Andrew Jones,Nebula Laptop Pro,Electronics,"San Jose, CA",5,963.12,4334.05
986,4/24/2025,Sarah Jones,FreshBrew Coffee Maker,Home Appliances,"San Diego, CA",3,177.61,532.83
987,7/22/2025,Anthony Gonzalez,NutriMax Blender,Home Appliances,"Phoenix, AZ",2,95.33,190.66
988,4/7/2025,David Lopez,Pulse Wireless Earbuds,Electronics,"San Antonio, TX",5,160.36,721.6
989,5/31/2024,Steven Smith,Pulse Wireless Earbuds,Electronics,"Atlanta, GA",2,129.91,233.84
990,11/5/2025,Patricia Rodriguez,NutriMax Blender,Home Appliances,"Austin, TX",1,89.77,85.28
991,6/29/2025,Robert Davis,Urban Classic Jeans,Fashion,"San Diego, CA",4,74.88,254.6
992,3/19/2025,Jennifer Moore,Summit Running Shoes,Fashion,"Dallas, TX",1,124.06,117.86
993,4/24/2024,Anthony Williams,Urban Classic Jeans,Fashion,"San Jose, CA",1,82.77,82.77
994,1/3/2025,Mark Lopez,NutriMax Blender,Home Appliances,"Dallas, TX",1,121.49,115.42
995,8/4/2024,Susan Lopez,PureGlow Skincare Set,Beauty,"Boston, MA",3,65.08,195.24
996,12/25/2024,Karen Anderson,Urban Classic Jeans,Fashion,"Atlanta, GA",1,65.66,62.38
997,6/28/2024,Susan Martin,NutriMax Blender,Home Appliances,"Denver, CO",3,116.73,297.66
998,3/15/2025,Richard Rodriguez,GlowAir Standing Fan,Home Appliances,"Austin, TX",1,166.89,133.51
999,7/27/2025,Mary Brown,GlowAir Standing Fan,Home Appliances,"San Antonio, TX",2,123.49,234.64
1000,10/18/2025,Barbara Gonzalez,GlowAir Standing Fan,Home Appliances,"Seattle, WA",2,109.03,207.16
1001,11/12/2025,Joseph Brown,NutriMax Blender,Home Appliances,"Portland, OR",4,98.47,393.88
1002,1/31/2024,Kevin Garcia,PureGlow Skincare Set,Beauty,"Denver, CO",5,104.57,444.4
1003,1/5/2025,Barbara Lopez,Urban Classic Jeans,Fashion,"Austin, TX",3,84.92,229.29
1004,11/9/2025,Anthony Jones,Pulse Wireless Earbuds,Electronics,"Denver, CO",5,112,532
1005,12/2/2024,Sarah Taylor,NutriMax Blender,Home Appliances,"New York, NY",2,108.74,206.6
1006,1/20/2024,Joseph Williams,NutriMax Blender,Home Appliances,"San Francisco, CA",1,127.72,121.33
1007,6/29/2024,Matthew Wilson,NutriMax Blender,Home Appliances,"Philadelphia, PA",5,119.7,598.5
1008,11/18/2025,Jennifer Anderson,GlowAir Standing Fan,Home Appliances,"Dallas, TX",4,129.24,465.28
1009,3/2/2025,James Rodriguez,FreshBrew Coffee Maker,Home Appliances,"Seattle, WA",4,182.33,729.32
1010,7/28/2024,John Johnson,FreshBrew Coffee Maker,Home Appliances,"Phoenix, AZ",1,133.51,126.83
1011,5/15/2025,Karen Smith,FreshBrew Coffee Maker,Home Appliances,"Seattle, WA",4,184.24,663.28
1012,3/13/2025,Steven Thomas,GlowAir Standing Fan,Home Appliances,"Orlando, FL",3,180.49,541.47
1013,11/26/2024,Andrew Wilson,Urban Classic Jeans,Fashion,"Los Angeles, CA",1,55.9,53.1
1014,4/22/2024,David Lopez,Nebula Laptop Pro,Electronics,"San Antonio, TX",1,1524.4,1524.4
1015,5/7/2024,Daniel Lopez,Summit Running Shoes,Fashion,"Seattle, WA",4,115.07,368.24
1016,8/6/2024,Elizabeth Gonzalez,Pulse Wireless Earbuds,Electronics,"Seattle, WA",3,89.53,214.86
1017,9/23/2024,Linda Thomas,GlowAir Standing Fan,Home Appliances,"San Jose, CA",3,105.99,286.17
1018,7/22/2024,Sarah Thomas,Summit Running Shoes,Fashion,"San Diego, CA",5,86.91,391.1
1019,9/18/2024,Matthew Johnson,Urban Classic Jeans,Fashion,"Miami, FL",2,52.42,89.12
1020,5/8/2024,Matthew Wilson,Aurora Smartphone X1,Electronics,"San Jose, CA",1,553.43,553.43
1021,9/30/2025,Jessica Rodriguez,NutriMax Blender,Home Appliances,"San Antonio, TX",2,87.13,174.26
1022,11/24/2024,Donald Brown,Aurora Smartphone X1,Electronics,"Austin, TX",4,406.22,1624.88
1023,8/16/2024,Barbara Lopez,PureGlow Skincare Set,Beauty,"Las Vegas, NV",1,71.2,64.08
1024,6/29/2025,Paul Martinez,Nebula Laptop Pro,Electronics,"Austin, TX",4,1130.83,4071
1025,8/15/2025,Kevin Jones,GlowAir Standing Fan,Home Appliances,"Phoenix, AZ",5,99.26,421.85
1026,10/23/2024,Kevin Jones,FreshBrew Coffee Maker,Home Appliances,"Phoenix, AZ",3,136.04,408.12
1027,11/21/2024,Steven Martin,GlowAir Standing Fan,Home Appliances,"Las Vegas, NV",3,132.01,376.23
1028,9/16/2025,Donald Martinez,Pulse Wireless Earbuds,Electronics,"Philadelphia, PA",1,98.41,98.41
1029,5/6/2024,Barbara Williams,GlowAir Standing Fan,Home Appliances,"New York, NY",1,157.59,157.59
1030,4/10/2025,Sarah Taylor,Aurora Smartphone X1,Electronics,"Chicago, IL",1,570.75,570.75
1031,10/18/2025,Robert Miller,GlowAir Standing Fan,Home Appliances,"Houston, TX",5,102.75,488.05
1032,1/6/2024,Andrew Smith,Urban Classic Jeans,Fashion,"Houston, TX",4,72.71,261.76
1033,4/12/2025,Steven Miller,GlowAir Standing Fan,Home Appliances,"San Antonio, TX",1,155.95,132.56
1034,9/23/2025,Thomas Anderson,Urban Classic Jeans,Fashion,"Orlando, FL",4,51.2,163.84
1035,3/6/2024,Sarah Rodriguez,Pulse Wireless Earbuds,Electronics,"New York, NY",4,150.05,570.2
1036,10/15/2024,James Martin,Aurora Smartphone X1,Electronics,"Denver, CO",5,330.79,1488.55
1037,11/14/2024,Elizabeth Taylor,NutriMax Blender,Home Appliances,"Las Vegas, NV",1,101.04,101.04
1038,12/6/2024,Sarah Lopez,Aurora Smartphone X1,Electronics,"Boston, MA",1,490,490
1039,7/20/2024,Barbara Thomas,PureGlow Skincare Set,Beauty,"Los Angeles, CA",2,68.86,130.84
1040,5/13/2024,Daniel Thomas,NutriMax Blender,Home Appliances,"Denver, CO",1,113.9,102.51
1041,2/20/2024,Barbara Williams,NutriMax Blender,Home Appliances,"Miami, FL",5,137.88,620.45
1042,9/24/2024,John Moore,Aurora Smartphone X1,Electronics,"Seattle, WA",2,353.92,672.44
1043,5/20/2024,Sarah Taylor,Summit Running Shoes,Fashion,"New York, NY",2,116.45,232.9
1044,11/30/2025,Richard Martin,PureGlow Skincare Set,Beauty,"Dallas, TX",2,78.19,140.74
1045,9/12/2025,Charles Miller,FreshBrew Coffee Maker,Home Appliances,"Austin, TX",4,125.39,501.56
1046,3/11/2024,Patricia Davis,PureGlow Skincare Set,Beauty,"San Francisco, CA",2,104.93,199.36
1047,2/12/2024,Charles Gonzalez,Nebula Laptop Pro,Electronics,"Los Angeles, CA",2,1357.56,2715.12
1048,1/10/2025,James Williams,Urban Classic Jeans,Fashion,"Los Angeles, CA",1,83.61,83.61
1049,1/30/2025,Mary Taylor,GlowAir Standing Fan,Home Appliances,"Houston, TX",4,146.54,586.16
1050,10/18/2024,Donald Brown,Aurora Smartphone X1,Electronics,"Atlanta, GA",5,320.25,1361.05
1051,10/25/2025,Donald Taylor,GlowAir Standing Fan,Home Appliances,"Denver, CO",2,99.67,199.34
1052,6/11/2024,Susan Martin,Aurora Smartphone X1,Electronics,"Las Vegas, NV",3,451.53,1286.85
1053,10/11/2024,Patricia Rodriguez,FreshBrew Coffee Maker,Home Appliances,"San Jose, CA",3,118.03,318.69
1054,7/7/2025,Linda Lopez,ZenLife Yoga Mat,Sports & Fitness,"Miami, FL",2,55.03,99.06
1055,5/9/2024,Mark Jones,NutriMax Blender,Home Appliances,"San Jose, CA",1,125.51,112.96
1056,6/17/2025,James Martin,Summit Running Shoes,Fashion,"Dallas, TX",2,101.67,183
1057,12/21/2024,Joseph Williams,Summit Running Shoes,Fashion,"Las Vegas, NV",4,102.66,410.64
1058,12/16/2025,Joseph Brown,PureGlow Skincare Set,Beauty,"San Francisco, CA",2,91.07,173.04
1059,1/7/2024,Donald Miller,Pulse Wireless Earbuds,Electronics,"Miami, FL",5,137.47,584.25
1060,5/4/2024,Matthew Hernandez,GlowAir Standing Fan,Home Appliances,"Phoenix, AZ",1,159.86,143.87
1061,8/26/2024,Karen Davis,NutriMax Blender,Home Appliances,"Los Angeles, CA",4,77.64,310.56
1062,10/5/2025,James Hernandez,ZenLife Yoga Mat,Sports & Fitness,"Phoenix, AZ",5,51.18,255.9
1063,6/28/2025,Thomas Hernandez,NutriMax Blender,Home Appliances,"Orlando, FL",2,101.49,192.84
1064,2/11/2024,Karen Brown,PureGlow Skincare Set,Beauty,"San Jose, CA",5,102.04,459.2
1065,8/2/2024,Michael Williams,Pulse Wireless Earbuds,Electronics,"Dallas, TX",4,93.07,316.44
1066,2/29/2024,Richard Williams,GlowAir Standing Fan,Home Appliances,"Dallas, TX",5,162.83,814.15
1067,6/17/2024,Paul Jackson,FreshBrew Coffee Maker,Home Appliances,"Los Angeles, CA",5,161.91,769.05
1068,7/13/2025,Joseph Williams,Urban Classic Jeans,Fashion,"Houston, TX",5,65.78,296
1069,4/13/2024,Linda Lopez,FreshBrew Coffee Maker,Home Appliances,"Orlando, FL",2,175.76,351.52
1070,10/3/2024,Susan Jones,ZenLife Yoga Mat,Sports & Fitness,"San Antonio, TX",1,47.94,47.94
1071,6/29/2025,Donald Martin,Summit Running Shoes,Fashion,"Dallas, TX",4,101.88,387.16
1072,3/5/2024,Mary Lopez,GlowAir Standing Fan,Home Appliances,"Portland, OR",5,168.59,800.8
1073,9/12/2025,Andrew Miller,Aurora Smartphone X1,Electronics,"Orlando, FL",3,313.74,941.22
1074,5/9/2025,Mark Anderson,ZenLife Yoga Mat,Sports & Fitness,"Boston, MA",1,66.51,66.51
1075,6/25/2025,Anthony Williams,Nebula Laptop Pro,Electronics,"Philadelphia, PA",1,1239.97,1053.97
1076,5/11/2024,Paul Jackson,Nebula Laptop Pro,Electronics,"New York, NY",4,1466.78,4987.04
1077,4/2/2025,Patricia Jones,PureGlow Skincare Set,Beauty,"Seattle, WA",2,113.23,181.16
1078,12/15/2024,David Lopez,FreshBrew Coffee Maker,Home Appliances,"Los Angeles, CA",2,160.56,321.12
1079,3/7/2025,John Smith,Aurora Smartphone X1,Electronics,"San Diego, CA",2,516.26,980.9
1080,4/23/2024,Thomas Anderson,NutriMax Blender,Home Appliances,"Phoenix, AZ",3,130.25,351.69
1081,6/26/2024,Karen Jackson,Urban Classic Jeans,Fashion,"Portland, OR",2,73.43,139.52
1082,3/8/2024,John Smith,Pulse Wireless Earbuds,Electronics,"San Jose, CA",5,152.97,764.85
1083,12/24/2024,James Smith,ZenLife Yoga Mat,Sports & Fitness,"Orlando, FL",1,62.28,56.05
1084,3/15/2024,Barbara Williams,FreshBrew Coffee Maker,Home Appliances,"San Diego, CA",2,189.05,321.38
1085,1/23/2024,Sarah Davis,ZenLife Yoga Mat,Sports & Fitness,"Houston, TX",5,65,325
1086,2/22/2025,Michael Williams,PureGlow Skincare Set,Beauty,"Denver, CO",1,94.78,85.3
1087,8/17/2024,Thomas Miller,FreshBrew Coffee Maker,Home Appliances,"Orlando, FL",2,119.48,215.06
1088,1/16/2025,James Hernandez,PureGlow Skincare Set,Beauty,"Chicago, IL",2,86.16,137.86
1089,11/26/2024,Susan Smith,Aurora Smartphone X1,Electronics,"Los Angeles, CA",5,394.59,1874.3
1090,2/21/2025,Elizabeth Taylor,Summit Running Shoes,Fashion,"Atlanta, GA",1,124.73,106.02
1091,2/17/2025,Donald Martinez,ZenLife Yoga Mat,Sports & Fitness,"San Francisco, CA",1,69.04,69.04
1092,8/23/2024,Kevin Jackson,NutriMax Blender,Home Appliances,"Chicago, IL",1,82.29,69.95
1093,11/7/2025,Elizabeth Johnson,PureGlow Skincare Set,Beauty,"Seattle, WA",3,80.73,217.98
1094,10/28/2025,Andrew Thomas,Summit Running Shoes,Fashion,"Houston, TX",4,76.15,289.36
1095,1/15/2025,Andrew Taylor,Urban Classic Jeans,Fashion,"Denver, CO",1,76.9,76.9
1096,7/4/2025,Kevin Taylor,ZenLife Yoga Mat,Sports & Fitness,"San Jose, CA",4,48.92,195.68
1097,3/17/2025,Kevin Jones,Aurora Smartphone X1,Electronics,"Denver, CO",4,592.46,2251.36
1098,5/21/2024,Sarah Anderson,FreshBrew Coffee Maker,Home Appliances,"Dallas, TX",5,162.17,810.85
1099,10/29/2024,Karen Williams,Aurora Smartphone X1,Electronics,"Denver, CO",2,334.45,535.12
1100,8/18/2025,Mary Davis,Summit Running Shoes,Fashion,"Seattle, WA",3,77.07,208.08
1101,11/27/2024,Kevin Jones,Aurora Smartphone X1,Electronics,"New York, NY",2,377.85,755.7
1102,7/11/2025,Andrew Miller,Aurora Smartphone X1,Electronics,"Miami, FL",1,397.42,377.55
1103,3/6/2024,Sarah Taylor,PureGlow Skincare Set,Beauty,"Las Vegas, NV",4,110.95,443.8
1104,9/28/2024,Andrew Moore,PureGlow Skincare Set,Beauty,"San Diego, CA",5,69.45,347.25
1105,11/5/2024,Jessica Davis,FreshBrew Coffee Maker,Home Appliances,"Philadelphia, PA",4,142.23,512.04
1106,5/1/2025,Mark Lopez,Pulse Wireless Earbuds,Electronics,"Boston, MA",1,122.55,122.55
1107,3/23/2024,Andrew Moore,Aurora Smartphone X1,Electronics,"San Antonio, TX",1,549.81,549.81
1108,10/4/2025,Joshua Brown,Urban Classic Jeans,Fashion,"Portland, OR",1,58.2,58.2
1109,1/9/2024,Richard Moore,Nebula Laptop Pro,Electronics,"Orlando, FL",5,1236.2,6181
1110,9/3/2025,Karen Martinez,Summit Running Shoes,Fashion,"Philadelphia, PA",1,68.54,58.26
1111,10/26/2024,Michael Johnson,NutriMax Blender,Home Appliances,"Miami, FL",4,84.18,336.72
1112,5/27/2024,Mark Lopez,PureGlow Skincare Set,Beauty,"Houston, TX",1,94.75,80.54
1113,8/16/2024,William Davis,Nebula Laptop Pro,Electronics,"Seattle, WA",4,896.2,3405.56
1114,12/2/2025,Sarah Williams,PureGlow Skincare Set,Beauty,"San Francisco, CA",1,88.2,79.38
1115,1/23/2025,Karen Martinez,Aurora Smartphone X1,Electronics,"San Diego, CA",1,549.77,522.28
1116,5/23/2024,William Davis,FreshBrew Coffee Maker,Home Appliances,"San Francisco, CA",1,178.38,169.46
1117,7/25/2024,Donald Martinez,ZenLife Yoga Mat,Sports & Fitness,"Orlando, FL",2,50.23,95.44
1118,3/12/2024,James Smith,NutriMax Blender,Home Appliances,"Miami, FL",2,130.41,208.66
1119,3/22/2025,Richard Moore,GlowAir Standing Fan,Home Appliances,"Houston, TX",5,175.13,875.65
1120,12/19/2025,Steven Martin,Aurora Smartphone X1,Electronics,"Portland, OR",5,448.58,2018.6
1121,7/5/2024,Matthew Wilson,NutriMax Blender,Home Appliances,"Austin, TX",2,88.28,176.56
1122,1/17/2024,Richard Martin,Summit Running Shoes,Fashion,"New York, NY",4,102.81,411.24
1123,8/4/2025,Susan Brown,Nebula Laptop Pro,Electronics,"San Antonio, TX",4,884.04,2828.92
1124,11/30/2024,Robert Smith,ZenLife Yoga Mat,Sports & Fitness,"Portland, OR",2,54.22,103.02
1125,9/22/2025,Michael Williams,GlowAir Standing Fan,Home Appliances,"Phoenix, AZ",3,103.07,309.21
1126,1/27/2025,Karen Taylor,Summit Running Shoes,Fashion,"Seattle, WA",2,111.17,222.34
1127,3/17/2025,Steven Anderson,NutriMax Blender,Home Appliances,"Las Vegas, NV",2,137,274
1128,4/10/2025,Steven Rodriguez,Aurora Smartphone X1,Electronics,"San Francisco, CA",2,543.14,977.66
1129,11/8/2024,Anthony Gonzalez,GlowAir Standing Fan,Home Appliances,"San Jose, CA",5,125.59,565.15
1130,12/16/2024,Jessica Davis,ZenLife Yoga Mat,Sports & Fitness,"Chicago, IL",4,54.56,196.4
1131,5/24/2025,Kevin Jones,NutriMax Blender,Home Appliances,"Philadelphia, PA",5,113.28,566.4
1132,7/10/2024,Andrew Jones,Pulse Wireless Earbuds,Electronics,"Los Angeles, CA",3,105.38,300.33
1133,4/12/2025,Andrew Gonzalez,Summit Running Shoes,Fashion,"Phoenix, AZ",2,105.63,179.58
1134,8/12/2025,Andrew Gonzalez,GlowAir Standing Fan,Home Appliances,"Philadelphia, PA",4,104.77,335.28
1135,10/6/2024,Sarah Rodriguez,Pulse Wireless Earbuds,Electronics,"Las Vegas, NV",2,102.7,184.86
1136,2/13/2024,Joshua Martinez,Nebula Laptop Pro,Electronics,"Houston, TX",5,1541.58,6937.1
1137,3/29/2024,James Smith,ZenLife Yoga Mat,Sports & Fitness,"Los Angeles, CA",1,71.32,57.06
1138,7/7/2024,Barbara Williams,PureGlow Skincare Set,Beauty,"New York, NY",3,75,225
1139,7/3/2025,Anthony Taylor,Pulse Wireless Earbuds,Electronics,"San Diego, CA",2,109.92,197.86
1140,11/29/2024,Donald Martin,GlowAir Standing Fan,Home Appliances,"Philadelphia, PA",1,133.13,133.13
1141,7/29/2024,Kevin Jackson,GlowAir Standing Fan,Home Appliances,"San Antonio, TX",4,129.72,492.92
1142,4/18/2024,Richard Moore,PureGlow Skincare Set,Beauty,"Orlando, FL",1,105.71,100.42
1143,11/22/2024,Joshua Martinez,PureGlow Skincare Set,Beauty,"Portland, OR",3,75.1,180.24
1144,9/16/2025,Donald Brown,ZenLife Yoga Mat,Sports & Fitness,"Dallas, TX",2,45.55,91.1
1145,11/24/2024,Barbara Williams,GlowAir Standing Fan,Home Appliances,"San Jose, CA",3,118.54,337.83
1146,1/2/2024,Jessica Williams,Pulse Wireless Earbuds,Electronics,"Miami, FL",4,135.86,543.44
1147,7/25/2024,Andrew Martinez,FreshBrew Coffee Maker,Home Appliances,"San Antonio, TX",2,130.74,261.48
1148,11/1/2024,Susan Martin,PureGlow Skincare Set,Beauty,"Austin, TX",3,71.71,204.36
1149,12/30/2025,Charles Miller,Summit Running Shoes,Fashion,"Miami, FL",5,93.95,469.75
1150,7/23/2024,William Jones,FreshBrew Coffee Maker,Home Appliances,"Philadelphia, PA",5,131.36,656.8
1151,3/4/2024,Barbara Gonzalez,ZenLife Yoga Mat,Sports & Fitness,"Los Angeles, CA",2,73.95,125.72
1152,9/13/2024,Patricia Johnson,Urban Classic Jeans,Fashion,"Denver, CO",1,53.61,50.93
1153,12/22/2024,Thomas Davis,ZenLife Yoga Mat,Sports & Fitness,"New York, NY",1,60.05,57.05
1154,9/24/2024,Charles Miller,NutriMax Blender,Home Appliances,"New York, NY",5,90.12,428.05
1155,11/2/2025,Charles Jones,Aurora Smartphone X1,Electronics,"New York, NY",2,431.41,862.82
1156,5/24/2024,Joshua Anderson,Nebula Laptop Pro,Electronics,"Dallas, TX",4,1294.09,5176.36
1157,2/26/2024,Jessica Davis,Aurora Smartphone X1,Electronics,"Austin, TX",2,579.1,1158.2
1158,5/18/2024,Anthony Taylor,ZenLife Yoga Mat,Sports & Fitness,"New York, NY",4,61.65,197.28
1159,3/5/2024,Mary Brown,FreshBrew Coffee Maker,Home Appliances,"Los Angeles, CA",1,189.84,180.35
1160,8/28/2025,James Thomas,PureGlow Skincare Set,Beauty,"Miami, FL",3,62.52,187.56
1161,2/18/2025,Linda Taylor,ZenLife Yoga Mat,Sports & Fitness,"Seattle, WA",1,68.44,68.44
1162,4/17/2025,Mary Brown,Urban Classic Jeans,Fashion,"San Antonio, TX",3,92.72,278.16
